text,sentiment
"@meeriqbal It's not a matter of pride that 83000 patients have been recovered .... 
 US &amp; Italy have recovered 5Lac… https://t.co/UYQwaaxcfd",1
"@CarolBassett12 @mgacramer Vallance and Whitty let Boris brag about shaking hands with Covid patients, without remo… https://t.co/gC25fQOMsX",1
"Deaths yesterday across Europe from Covid.       Spain 2
Italy         87
Germany 24
France     52
Turkey     28
Be… https://t.co/jGvoaD4rxS",1
"France, Italy, Belgium stop hydroxychloroquine use for #Covid19 on safety fears via https://t.co/E8V7bd4lhg https://t.co/aSOzgqvOCb",1
@LouisTyrer18 @simon2barton @gary_d_carter @mr_kite_84 It wont be the same situation for all though will it. Thats… https://t.co/bVd6wYoFvk,1
"ppl are costantly being targeted bc of their race &amp; skin color here in europe, violence against minorities and poc… https://t.co/lApn2KFfiX",1
"'Truly, it's been a series of emotional bombings.'

Extraordinary film on the hospital - and in particular its staf… https://t.co/RaXAyudElL",1
"Mortality was up to 50% higher in municipalities far from ICU, a sign congestion of emergency care system may have… https://t.co/bWwBxDCMUa",1
"Yesterday the UK recorded more COVID deaths than:
 
Spain
Italy
Germany
France
Turkey
Belgium
Portugal
Ireland
Pola… https://t.co/ZdUvDy5mUZ",1
"@drphilhammond @vc61 Deaths yesterday across Europe from Covid.       Spain 2
Italy         87
Germany 24
France… https://t.co/r2nZ6uZtHV",1
"@KP24 Deaths yesterday across Europe from Covid.       Spain 2
Italy         87
Germany 24
France     52
Turkey… https://t.co/pqJrUVvY91",1
"1) A waitress speaks about a Chinese man being harassed, pushed, kicked and insulted out of a Cafe because of the C… https://t.co/OflbjK0Z7W",1
"Comparison of Pakistan's COVID-19 situation with New Zealand, Nepal and Italy!

1. New Zealand reported it's first… https://t.co/P2XeRb7diK",1
@AbiL08643003 @renayelder2 @SpeakerPelosi @WHO You two are funny!! Please turn off Pelosi tweets and turn off the n… https://t.co/PW6h5SHEOX,1
@Gattapignula @BBC_Future Vit D seems v important in our defence against Covid-19 (and other viruses). 96% people w… https://t.co/3iUaLmJMRL,1
"@10DowningStreet Deaths yesterday in Europe from Covid-19

Spain 2
Italy 87
Germany 24
France 52
Turkey 28
Belgium… https://t.co/algBEmtXWR",1
@BernieConroy6 @SextonMicheal @thedanfenn @JeremyDixonDJ After seeing that covid ravage italy do you genuinely thin… https://t.co/8fsz9kALGd,1
"@RichardBlackb18 @BBC_Future […]European populations with the highest death rates from Covid-19, including Spain an… https://t.co/Z7iXjZnkiy",1
"@_RobbieMoore @BorisJohnson Deaths yesterday across Europe from Covid.       Spain 2
Italy         87
Germany 24
Fr… https://t.co/pgakZrBysn",1
"According to researchers in Italy corona is not a virus but bacteria referred to as covid-19 and blood clots.

Decide for yourself.",1
[Exclusive] Interview with Emmy and BAFTA award-winning director @SashaJAchilli by USITF Correspondent Pierardo Dav… https://t.co/0mRgaRSQWj,1
"Deaths yesterday across Europe from Covid.                              
Spain 2 
Italy  87
Germany 24
France     5… https://t.co/vhG7kqRoaz",1
@mannixbrian @rohan_connolly @realDonaldTrump Boris worse than Trump. Missed the first 5 COVID cabinet meetings. Th… https://t.co/25OBKPFlv5,1
Why was Lombardy hit harder than Italy's other regions? https://t.co/MYwu8jIxro,1
"“We are all’ Clown “Edition.
Covid we hate you👊
circoneroitalia 
@amepvoice 

•
•
•
•
•
•
•

#circoneroitalia… https://t.co/bCI3LREwFc",1
"First two UN peacekeepers die of COVID-19 https://t.co/o6WqKkAd1g 
#Bangladesh #Wuhan #Virus #Coronavirus #Claims… https://t.co/D0ukSTXI2X",1
".@SerieA to restart in June with four catch-up matches
https://t.co/2naZDNErmk

#Football #ItalianFootball #Italy… https://t.co/jPu0b27vOp",1
@Atkinson1Steve @MirrorBreaking_ That's nothing to do with ventilators. 5 times? Spain and italy arent far behind u… https://t.co/G7KWotrWVv,1
"COVID-19 death toll hits 610, infections reach 44,608 in Bangladesh https://t.co/5uNuAkQEqP 
#Bangladesh #Wuhan… https://t.co/E7BysYxzUP",1
How come all the sudden the news isn’t filled with anything about Covid-19 but a few weeks ago murder hornets was a… https://t.co/HLwUHtc9Hv,1
"Italy and Spain have high Covid-19 death rates but aren't sending children back to school until September. 
We've g… https://t.co/BLnWgL1QoV",1
Vogue Warriors: Meet the pilot who flew 263 Indians back to India from Italy as part of a COVID-19 rescue operation… https://t.co/KAfurZDqYG,1
"5 cockpits to deepen the analysis on #COVID #opendata:
1️⃣ WORLDWIDE
2️⃣ ITALY (national level)
3️⃣ ITALY (regional… https://t.co/v0nnyfOoDv",1
"Interesting analysis on #Covid_19 outbreak in the England, resonating with findings from other EU countries, e.g. I… https://t.co/70KBXNM1QX",1
"From the coal face 
This is #Covid19 piece from Italy is open access.
“Elective procedures for prostate cancer in t… https://t.co/A7ty5NsV32",1
@Nicolas26997280 @Julietilsen @IlhanMN There’s stupidity and then there’s a comment like this. I suppose in the lib… https://t.co/5ETzfONMQ0,1
"Don't know about Minister making our Nation like switzerland,But looking on increasing tally of covid cases ,we can… https://t.co/EiIT85mGLC",1
@Tazman_London @BethRigby But we do not have the proper numbers and the numbers that have recently been coming out… https://t.co/RobBf3pcLS,1
@carolecadwalla We have had the worst death rate in the world since we overtook Italy on April 9th.  It’s unbelieva… https://t.co/WC4YLsuJcx,1
"Daily confirmed coronavirus deaths per million, rolling 7-day average.
May 30, 2020:
1. Sweden
2. Brazil
3. Peru
4.… https://t.co/Gm67B0Zv4m",1
"@_Harriet90 You should the moral maze as covid was raging in Italy. Total over reaction he said, no need for a lock… https://t.co/yCCTSkB5gO",1
"@MattHancock Deaths yesterday in Europe from Covid-19

Spain 2
Italy 87
Germany 24
France 52
Turkey 28
Belgium 42
S… https://t.co/M4q4whgeUW",1
"#einkavæðing #þéttbýli #framleiðsla #mengun #meistaradeildin
Why was Lombardy hit harder than Italy's other regions? https://t.co/fTjSFfW2UV",1
@RuthDavidsonMSP @michaelgove You must be so proud. We now have a higher per capita COVID-19 death rate than Italy… https://t.co/g0u8eM28PJ,1
"@PMOIndia 
@drharshvardhan 
@ICMRDELHI 
Pl check the facts about treatment for Covid-19 as claimed in this video se… https://t.co/5RX6LZOoFc",1
Facts are so illusive when it comes to leftist fear porn. The facts regarding Italy's COVID-19 deaths. Proof the lo… https://t.co/Hcry1QEnU0,1
"@SooksThe @DuringPatient @BBCNews Germany and Turkey have sig bigger populations than UK (yes, all 4 nations combin… https://t.co/iVcdtqLaDo",1
Why was Lombardy hit harder than Italy's other regions? https://t.co/nyAi9qrexn,1
Please I Want to know the Truth about Italy's defeated Covid-19 https://t.co/FWYn9641Dt,1
"@ayosogunro And how many are sick in Nigeria, Uk , Italy etc? And how many has lost their jobs to COvid ? Why blame… https://t.co/ANASJfm9wV",1
"According to Pakistan Health Authorities ,2000 new covid_19 positive cases have been reported in last 24 hours whil… https://t.co/3GSfL5yIzb",1
"@maliks_88 @juniorgme @JoyJMurraya @DoughFerret Case Fatality Rate, Between 0.2% in Germany to 7.7% in Italy. Most… https://t.co/5JAnJicdAP",1
@emmavj Thank you. I’m recovered now but when I was ambulanced to A&amp;E on the 4th March they wouldn’t test me for CO… https://t.co/Ntzo63jJcw,1
"@Edward55486160 @gkajau @MbuyiseniNdlozi Why? More than30 000 people died in Italy from Covid-19.
How many children… https://t.co/dHX88NVa4h",1
You know how we learnt loads from the heads up that Italy gave us on covid? Let's not make the same mistake with th… https://t.co/4mSzSfZvcO,1
"@Rusty_Rascal @10DowningStreet @MattHancock @garystreeterSWD Tragedy keeps going...

Deaths yesterday across Europe… https://t.co/qrZMYFtKmY",1
"@michaelsname @clintwrites @JohnBWellsCTM We never saw anything close to the mortality rate in Italy.  Yes, yes it… https://t.co/YT6gIhtOPI",1
@northofcam @NenioGB @JulianHeather1 Apparently Spain eased at +868 cases - but their lockdown was stricter than ou… https://t.co/apuQ7XMj5s,1
@DaveVsBrexit @Barry_Hunt1 @domdyer70 @DPJHodges Maybe because we are the only country actually giving true figures… https://t.co/OTD2HCthoc,1
"Reportedly Covid-19 related deaths across Europe on 28th May were:
Spain       2
Italy         87
Germany 24
France… https://t.co/ldqDjK0O6n",1
"@10DowningStreet Deaths yesterday across Europe from Covid.       Spain 2
Italy         87
Germany 24
France     52… https://t.co/DlBG73zagf",1
"US - C:1747087 R:406446 D:102836
Brazil - C:465166 R:189476 D:27878
Russia - C:396575 R:167469 D:4555
United Kingdo… https://t.co/avsgrlysLp",1
"@piersmorgan The man implementing mad cap policies killing hundreds every day:
Covid deaths yesterday across Europe… https://t.co/aHF8Hyps8F",1
"First, why did I go back in the first place? We all know that the CoVid crisis was much worse in Italy. As an econo… https://t.co/77jz4ulysm",1
@djsnake81 @BrSlBH @Ago9100 @MarcoBarzaghi Yes you say it right. At the time Inter didnt receive any satisfactory p… https://t.co/JwoB2d14a9,1
"@BBCWorld interesting update report on Italy &amp; hospital in Lodi.
Please correct statement that 'on 20th Feb no know… https://t.co/QHH8cJ5wWL",1
"150 more positive cases  in #Bihar, 3,509 total cases
#COVID19 #coronavirus #CoronavirusOutbreak
https://t.co/PycxJLvzY9",1
"Covid 19 Deaths across Europe yesterday:
Spain 2
Ireland 6
Hungary 8
Poland 13
Romania 13
Portugal 14
Germany 24
Tu… https://t.co/azFrlbQWyJ",1
"@Hawukeleni1 Who Zozi, she will rise higher than the numbers of confirmed Covid-19 cases in Italy https://t.co/pexMgobJBj",1
Things to look forward to. friends in Italy telling us about price increases and covid tax. Their pizza came to 50 euros last night.,1
Ministry of Interior of Italy requests international assistance in their response to COVID-19… https://t.co/c5RPEITDdF,1
"Rome today! Shops closed for good.
#rome #COVID__19 #italy https://t.co/cn4BAZaDtJ",1
"Deaths yesterday across Europe from Covid-19.
And we are coming out of lockdown      
Spain        2
Ireland      6… https://t.co/YrNmbPZluc",1
"@eliistender10 Deaths yesterday across Europe from Covid.       Spain 2
Italy         87
Germany 24
France     52
T… https://t.co/DdpZa0qb9P",1
"@ScottAdamsSays @realDonaldTrump @TheConWom Are you a drug pusher?
What cut do you get of the profits from hydroxyc… https://t.co/jemClE9W05",1
that image we know from #France #GiletsJaunes #Cataluña #HK even from #China #Germany #Greece #Italy - how many mil… https://t.co/xelgPcpJks,1
@SkyNews Press no social distancing as they harrsssed Dom outside his house? Crowded tubes no rise in deaths? No po… https://t.co/2O2iDbaw0R,1
"Deaths yesterday across Europe from Covid.       
Spain 2
Italy         87
Germany 24
France     52
Turkey     28
B… https://t.co/3ZwcmNbOPk",1
"Cotugno Hospital (Ao Colli), Naples, Italy. Among the best Covid-19 hospitals wordlwide!https://t.co/YoN6hPFj1p… https://t.co/usOhqcgW3e",1
How to go back to #hiking safely in compliance with the anti #Covid rules and the environment? Find it out by readi… https://t.co/TgGhjSCNyK,1
"@PaddyBriggs Deaths yesterday across Europe from Covid.       Spain 2
Italy         87
Germany 24
France     52
Tur… https://t.co/rwf51OsVwY",1
"Deaths yesterday across Europe #COVID__19 care to comment @BorisJohnson @MattHancock               Spain 2
Italy… https://t.co/PfcSq7BRXM",1
"@BrugesGroup Peak performance. In the EU that is. 

Deaths yesterday across Europe from Covid.       Spain 2
Italy… https://t.co/3IkGo5eOKp",1
"@HereGoesHandle @helixx85 @Schuldensuehner According to the ""Registro Civil"" in 2020 there are 43.000 &gt; deaths than… https://t.co/EaNDS5WWq8",1
"@Azygoslobe @colinshone2 @UKAnglosphere Ermmm Spain , Italy ring any bells ?
It was all to easy to put covid on a d… https://t.co/ptiUdVvT2C",1
Remember this drug has been proven safe over 60+ years and effective against SARS-Cov in 2005. Something's VERY fis… https://t.co/Uk9zjqUzpD,1
Read this article from Italy on #coronavirus medication &amp; kindly give your inputs ma’am 🙏🏿 ..… https://t.co/zSLRGBztO3,1
"#AndhraPradesh reports 131 new cases, 3,461 total cases 
#coronavirus #COVID19 #cornavirusoutbreak
https://t.co/WALGRCFuZt",1
@BillyLiar10 @NastazjaSomers I wonder why Italy and Sweden have so many deaths - I've read people with hand-washing… https://t.co/csuZsiSVQv,1
@Digbylj Is that your greatest concern? Not the fact that the UK's COVID-19 per capita death rate is now worse than… https://t.co/NUjpAzYkBk,1
"#CoronaInfoCH #Coronavirus #Covid_19 Italy relaxes corona restr...
https://t.co/sEclk01ZLC",1
"30 May 2020
projection of Covid-19(Italy)

using confirmed cases up to yesterday.
▪️horizontal axis is the sequenti… https://t.co/1RF7zMP0rC",1
Covid-19 pandemic hitting Italy hard as country faces deepest recession since World War II amid collapse in busines… https://t.co/vUGYQ8QIGh,1
"Italy and Spain have hospital trains on standby for any future Covid-19 outbreaks, after medical workers on France'… https://t.co/Rp9JE9TzQR",1
#Greece announced that it would be opening its borders to tourists from 29 countries on June 15. From the list ital… https://t.co/Q0uqv0dP3U,1
"@DPJHodges Deaths yesterday across Europe from Covid.       Spain 2
Italy         87
Germany 24
France     52
Turke… https://t.co/ZQglM1Uea7",1
Mental Health Outcomes Among Frontline and Second-Line Health Care Workers During the Coronavirus Disease 2019 (COV… https://t.co/CZe0L9Ct2L,1
ITALY RECOVERY: https://t.co/BfLnzPGqdG,1
"What's new in ""Issues""? Read the new article:

🔸 ""Foreign Policy After #Covid: A Checklist For A New World""
 by Arm… https://t.co/VIoXR33ssG",1
"@Lava_Louisa @CromwellStuff @nickyc7475 This is not unfounded....
https://t.co/pxUswAgho1",1
@MadJeffSlade @toadmeister And killing you.... really? More people have recovered from it. Plus doctors are putting… https://t.co/R487YMnWzX,1
"I would like Dr Simon Thornley to talk to my medical friends and colleagues in UK, Italy, US, Brazil, Ecuador, Colo… https://t.co/uziyo7qy5q",1
"Dear @GiuseppeConteIT , have the courage to implement a discontinuity migration policy: 🔴hire the invisible workers… https://t.co/Nrang22noQ",1
I can recommend watching the #Newsnight film (Fri edition)about the medics of #Lodi #Italy their quiet dignity &amp; de… https://t.co/GDZ3XcadGw,1
"@Lava_Louisa @CromwellStuff @nickyc7475 Under 65s actually 👍
... Also...
https://t.co/pxUswAgho1",1
"Please who's following up the news on Italy calling on the arrest of Bill Gates and the suing of WHO.
And are autop… https://t.co/YQZo0wr7sk",1
"WHAT'S NEXT FOR DEMAND? by @CLEPA_eu 
👉Covid-19 and social distancing call mobility mix into question

🗣️""Mobility… https://t.co/E9Bw0F39Gm",1
Brazil has crossed Spain in number of total deaths &amp; poised to cross France in a day too. The COVID-19 related deva… https://t.co/9X4fKI93iF,1
"@Lava_Louisa @CromwellStuff @nickyc7475 The awful truth for you &amp; your Globalist agenda!

https://t.co/pxUswAgho1",1
"@Tim26771142 @suleskerry @BrownieLB_1 @MirrorBreaking_ And reports of our excess deaths peg us at around 70K.

How… https://t.co/oH1AqVFmVn",1
"Deaths yesterday across Europe from Covid.       Spain 2
Italy         87
Germany 24
France     52
Turkey     28
Be… https://t.co/RjS0Wfckl0",1
"Ambasciata di Washington la registrazione dell'evento ""Italy &amp; the USA in the fight against COVID-19"" https://t.co/By339fPd60",1
🇬🇧United Kingdom's daily deaths from #Covid_19 are still roughly at the stage that 🇮🇹Italy was about 20 days ago.… https://t.co/fpCBNFng5r,1
"Cong highlighted govt failures, people’s woes, gave suggestions, says #KCVenugopal
#Congress #COVID19 #coronacrisis
https://t.co/OyhvunTYBr",1
"Remember when we looked at the rising deaths in Italy with horror?
#COVID__19 https://t.co/gyATJD01tA",1
Interesting... Why was Lombardy hit harder than Italy's other regions? https://t.co/96zhAZ4JXX,1
"US President @realDonaldTrump announced that he would be terminating the US' relationship with @WHO

Trump also bla… https://t.co/uXaWAxcrM6",1
"@ALICIAERAZO https://t.co/EmSCauaISE

COVID DEATHS IN ITALY ARE FAKE!!!!",1
"I wish it wouldn’t have to come down to this.

I wish our masses had learnt from the horrors we saw in Lombardy pro… https://t.co/zCzBfnkybe",1
"@jaisankar115 @PawanKalyan @narendramodi China laga, Spain laga, Italy laga, US laga avvaledu India during COVID-19. This is enough i think",1
@greycells 4000 a day were flying in from Italy at the height if Italy's Covid crisis. Completely unchecked. Even more from NY.,1
Where Spain and Italy were 2 months back and ppl in Pak pray and share thr feeling now its time for Pakistan to fee… https://t.co/czpWMPywsn,1
"Diplomats say their countries are more than willing to help in battling covid-19

#Italy diplomat said that they ""w… https://t.co/bizbZMGJR3",1
Elsevier Weekblad criticises Franco-German proposal#ElsevierWeekbladCriticisesSpaniards&amp;Italians #Franco-GermanProp… https://t.co/KRyFXYr1Mm,1
"Why was Lombardy hit harder by Covid-19 than Italy's other regions?

Private firms are free to invest in areas of c… https://t.co/Zfh8FLjGue",1
Anger as Italy slowly emerges from long Covid-19 lockdown https://t.co/PbKuEQzC1K,1
"”As of June 3, EU citizens can return to Italy without having to go into quarantine.  For almost three months, trav… https://t.co/IJRkPQ3hU6",1
If after all of this we don’t have Italy back in March COVID numbers then it’s clipped. Yet another thing we’ve been lied to about.,1
"Delhi govt is four steps ahead of #Coronavirus, says #CMArvindKejriwal  
#COVID19 #CoronaVirusUpdates
https://t.co/A4E82M4ecK",1
"2 British scientists that sit on the SAGE committee say Italy has 300 cases of Covid 19 a day, Germany have 400 cas… https://t.co/3MLvvKJpmj",1
"This would be a 'feel good' story if it wasn't for the slaughter of the elderly in Italy, France and the UK during… https://t.co/d86RPXgs8x",1
There is now clear empirical evidence from Italy to support the view that excess deaths during this pandemic are ov… https://t.co/xqdR1z951w,1
@twickydicky There is now empirical evidence from Italy to support the view that excess deaths are overwhelmingly r… https://t.co/piruORU5Ee,1
The loss in international influence is palpable. Germany was able to offer Covid ICU space to France and Italy. Whe… https://t.co/knfxVWJgZ5,1
I wonder why there is no public outcry from media and celebrities as the govt decides not to go for a 2nd lockdown… https://t.co/Ppt9H89AEn,1
@CristinaDragani Is it possible that this is also correlated to the fact that people in Northen Italy do not follow… https://t.co/EUX6RyqI5Y,1
@Mariebe10098426 @JohnRentoul @Hodgo2001 @henrymance The UK only country in the world to lock down for covid. Get t… https://t.co/SNr3NZnDVs,1
@RealJamesWoods Manufacturing predominantly in Northern Italy where the majority is conducted with fly in/ out Chin… https://t.co/t30cCe2Z5n,1
@SexCounseling @LindaSuhler @realDonaldTrump @LouDobbs How? The WHO predicted this all and Trump disregarded it. Ot… https://t.co/NI6BTquPNy,1
@BillyBaldwin In Italy they would have been stoppied by violent cops for the Covid,1
Italy kaa ticket katwa do chanda karke ab to Covid 19 mein improvement hai in Italy. Waise Pt Nehru beej bo gaye fo… https://t.co/CKlmkRw3n1,1
@rtenews @FergalBowers Will@Ireland follow suit on Italy and investigate if deaths were from Covid or with covid-  https://t.co/2iKnJu0E67,1
@2014jaennie Did u read abt the info coming in from Italy after dey did autopsy on the covid dead?,1
"Two other members of the staff of #LNJP hospital also test positive  
#COVID19 #coronavirus #CoronavirusOutbreak
https://t.co/topBBsUTCU",1
"COVID-19 deaths yesterday in Europe:

Spain       2
Italy         87
Germany 24
France     52
Turkey     28
Belgium… https://t.co/1nIUbvAttw",1
"It's official. 
Although the situation is still critical in some regions, such as the one I live in, from 03 June I… https://t.co/KF0sWskIWn",1
"https://t.co/eNi18YEoyu

ISLAMABAD: Despite having a limited testing capacity, Pakistan is now reporting more confi… https://t.co/HEkTpE2rBC",1
"Back from the #dead, says Goan #sailor who battled Covid in #Italy #Goa #seafarer #coronavirus #positive #recovered… https://t.co/xjyDSROSu1",1
"Number of daily Covid-19 UK cases is &gt;6 times that of Italy &amp; Germany, yet our Govt are taking decisions against th… https://t.co/1AR0QFVp9P",1
"UK has world's highest Covid-19 death rate - worse than Italy and the US - report claims

https://t.co/CbcwFqmJ9P https://t.co/qBjr5fEspr",1
@mkainerugaba @RugyendoQuotes President @realDonaldTrump yesterday terminated U.S' Relationship with @WHO.Madagasca… https://t.co/9pRbkAxIvR,1
"A&amp;E doctor admits the terrifying truth about fighting COVID-19 in hospital

https://t.co/kn9WiQ5VLL https://t.co/V3vKzbMaeO",1
There are early signs now that our healthcare system is becoming overburdened and it can lead to all sorts of traje… https://t.co/nDsKLFmeQh,1
"WHO COVID-19 Case List
USA 1,793,530
Brazil 468,338 
Russia 387,623 
Spain 285,644 
UK 271,222
Italy 232,248
France… https://t.co/TxCEDqkxtp",1
"#CoronaVirusUpdates : US 🇺🇸 has the highest death toll of 104,542 followed by #Britain 🇬🇧 38,161 &amp; #Italy 🇮🇹 with 3… https://t.co/6WrIVs5e84",1
Italy wants an independent inquiry into the origin of the Covid-19 pandemic in China and backs India’s calls for re… https://t.co/v6A3EymVWM,1
Italy reports 96% of COVID-19 victims had preexisting conditions  https://t.co/BiHOeGgJg2 https://t.co/ulJkN8h2Za,1
@Hosethebean @carolinaaa56 BRUH. Italy banned all china flights but still had a fuckton of covid cases. Why? Bc the… https://t.co/uYdi2NI3yj,1
"Where neoliberalism is strong, governmental preparations for and copings with coronavirus were weak, too late, and… https://t.co/Ls7XaiwC65",1
@MullenGma @StevieBrexit Ooh - tough one! Italy has got to be favourite although the anti-EU sentiment might dissip… https://t.co/zP6ANFQetP,1
"my cousin's gf can't go to work without getting harassed by her clients and her employer, my korean friends got cal… https://t.co/jhFBvepYP0",1
3) We analyzed the temporal evolution of trends and tweets in those countries to study user engagement and awarenes… https://t.co/HUEu0MFHrz,1
@USAWhatHappened @PressSec @realDonaldTrump Research in Italy shows 80% had other co- morbidity conditions and not… https://t.co/Hs6mY9Tjn9,1
@HelenSalmon2 @BrexitBin Do shut up you absolute melt. The UK is nowhere near the worst country in the world for Co… https://t.co/Jn8fmvEF8g,1
"Unemployment and COVID, when comparing #FVG in Italy and in Europe, our Region is a peak performer, more similar to… https://t.co/QSefYI5ECl",1
"In Italy, death toll reached to over 33,229 while over 232,248 have been infected with the virus.

#APPNews… https://t.co/hEN8GdU2YU",1
"for Verona it’s 100,” he said. “This seemed to make the difference between areas that are closely located.” Covid-1… https://t.co/SS3FAEvbV2",1
Why the virus is serving as a catalyst and not a roadblock in Xi Jinping’s bid to present his brand of Marxism as a… https://t.co/RGTRdjOK84,1
"India recorded it's highest one-day spike in positive cases after adding 7,964 cases.
Total cases: 1,73,763
Total d… https://t.co/hg6NBqi9XU",1
"India recorded it's highest one-day spike in positive cases after adding 7,964 cases.
Total cases: 1,73,763
Total d… https://t.co/22EFiGphgp",1
Why was Lombardy hit harder than Italy's other regions? https://t.co/edd81dkoFY,1
Italy and Germany are now on the recovery phase that's y the no of new cases are decreasing..Pakistan has not touch… https://t.co/8poMzjO7rv,1
"Scientific advisor warns against relaxing lockdown
Is this not the very same expert that claimed herd immunity was… https://t.co/Ly7Dj8HYMA",1
Why was Lombardy hit harder than Italy's other regions? https://t.co/CJTkrl134E,1
#italia #italy #hospitality #luxury #lusso   #hospitalitytrends #covid19 #hoteliers @Boscrobe Roberta Crivellaro… https://t.co/iTnuAWoMAk,1
"3 International experience suggests HCQ can be effective in tackling Covid. Reports from France, Italy and Spain po… https://t.co/lsJ1miutZT",1
"@TripeUK @allisonpearson Evidence suggests so

Also, Italian data proved almost all excess deaths are directly caus… https://t.co/Dpbip75Kq2",1
"@JitendraP08 @thewire_in @RahulGandhi @AjoyAshirwad u talking like RAGA I never said he brought covid, u didn't und… https://t.co/Dta3b85hYs",1
"When the Nations with Advanced Medicare system like USA,UK,Spain,Italy appeared to be helpless against #COVID__19,I… https://t.co/JI1RfbKFlz",1
"@WillMcAvoyACN As a non American, I had to google to undestand this and I am quite shocked (but we had quite the sa… https://t.co/MVRFcXImoA",1
Vogue Warriors: Meet the pilot who flew 263 Indians back to India from Italy as part of a COVID-19 rescue operation https://t.co/XmOKO1trQt,1
Why was Lombardy hit harder than Italy's other regions? https://t.co/TMgGOFoGw3,1
@ScottAdamsSays @TheConWom 3 International experience suggests HCQ can be effective in tackling Covid. Reports from… https://t.co/yuPLsX1npC,1
"If you are planning to #travel to or from #Italy, certain restrictions are in place. See my latest post to know whi… https://t.co/pqc6YvSxuU",1
"If you are planning to travel to or from Italy, certain restrictions are in place. See my latest post to know which… https://t.co/GYCnvVTvHF",1
Stories from doctor #instaflashmob #covid_19 #coronavirus #firenze #doc #doctor #fotoreporter #fotoreportage… https://t.co/XrdjaAxxi6,1
"Facing its deepest recession since World War II and with business confidence collapsing, the #coronavirus pandemic… https://t.co/mW6JLbMarW",1
"Top 10 Countries Which performs most number of Coronavirus tests and their Population (30/05/2020)

#USA #Italy… https://t.co/VUBR8oqHLj",1
Why was Lombardy hit harder than Italy's other regions? #COVID19 unfettered spread in #Lombardy weeks before the fi… https://t.co/HnpVY6omtn,1
@deasach They are involved in Scotland because the Scottish Gov. failed to heed the warnings from China/Italy &amp; wer… https://t.co/2evDWx8c7m,1
"'To qualify for state funding, shelters for abused women in Lombardy, the region worst-hit by Covid-19, are having… https://t.co/QqCJYyl0AN",1
"@sajujuandjuju @EUinHKandMO Also the China Government already framing other countries for the COVID-19, including b… https://t.co/FM3unGXvx4",1
@ElizabethWrite4 @jaycleary @JamesAGagliano Where do you think Italy got it? This is the same country that gave us… https://t.co/9hC9SOOpgB,1
@C_Oranye @dayuba @elrufai @Doublee_Kee @SKefason @anche_76803 @john_danfulani @realFFK You are a big fool if you d… https://t.co/UENqPnaXmH,1
"Worldwide update:- 

Number of positive coronavirus cases surpasses 6 millon(6,000,000+) mark through out the world… https://t.co/b9oUZoqVtV",1
"@MothomothoBatho 26. 

He's an essential worker. He muted everything about Covid-19 when Italy was at its peak as h… https://t.co/rTQwDhu0WL",1
@gummibear737 Absolutely.  In Italy - Turin hospital - practically all deaths were being classified Covid regardles… https://t.co/LTLC6vgvHU,1
"@bryanbehar 100,000 dead, you are aware that America in per capita terms has faired better than most of western Eur… https://t.co/DoKU1ylDWH",1
"In Jan 2020, some Lombard GPs tried to signal a strange pneumonia to the relevant authorities but 'either there was… https://t.co/mHT1CYc4g5",1
"My young bro yesterday asked me for a comprehensive update on SA's preparedness for Covid-19. 

I diligently provid… https://t.co/BIDozdo9iZ",1
"Top 10 Countries with most number of coronavirus deaths. (30/05/2020) 10:50am IST

-&gt;USA   104,542
-&gt;UK       38,16… https://t.co/fTql2cuCtv",1
Italy wants an independent inquiry into the origin of the Covid-19 pandemic in China and backs India’s calls for re… https://t.co/l5SrNH7YY0,1
"The American Way? #UnitedStates: population=328m, Covid-19 death=104k; Europe-5 (Spain, Italy, France, UK, Germany)… https://t.co/zbelnmtOCT",1
"#ICC defers decision on all agenda items including fate of #T20 WC in #Australia until June 10
#WorldCup 
https://t.co/0q4zy7jCll",1
"BRAZIL:
29562 cases in last 24 hrs. 1180 deaths.
Brazil is reporting more cases than Italy,Spain,UK &amp; France were j… https://t.co/zLBJTtkQz4",1
"China is sending medical teams, in a sort of #COVID diplomacy, to Italy, UK, Pakistan, Saudi Arabia, Kuwait, Africa… https://t.co/OY6YhbVjJj",1
@RichardBurgon Why don’t you tell everyone that in December 2019 1.5m people in Italy were suffering and dying from… https://t.co/dHhZWJxfZF,1
@ScottAdamsSays @realDonaldTrump @TheConWom Anyone Heard Fake Media Talking about Italy recently??? Italy (Red) dea… https://t.co/QT6vYcKX4F,1
@realDonaldTrump Mr President. Assume you’ve heard Italy’s findings about covid. Aspirin was cure for thrombosis. I… https://t.co/ss1QNSGDpX,1
"#CoronaVirusUpdates till 29 May

With 29k new cases
#Brazil is on rise

#Coronavirus #COVIDー19 #Covid_19 #Iran… https://t.co/MWosrGuRmz",1
"“I still get goosebumps when I think about that flight. As a mother myself, I was extremely overwhelmed by the reli… https://t.co/lMxvomtu4W",1
I think Italy is trying to communicate something to us about this Covid-19 situation. Listen carefully 🤔 https://t.co/DAJcHGeaHs,1
"Covid-19 at a glance.
count -  T.infectd - Deaths - % - Trend
USA-1793263 -104539 -5.82%- D
Brazil- 468338 - 27944… https://t.co/ULFggrWiAV",1
Apart from 38 billion comtributions we would be party to bailing out italy Greece and Spain which are unbailable. L… https://t.co/LXdemJYPcU,1
